"Sweep - Function 1" 
"Frequency vs Frequency"
"X (Hz)","Ch-1 (Hz)"
10,57.366039276123
10.6478597782335,48.5350036621094
11.3376917856923,35.5289688110352
12.0722152342881,49.1284561157227
12.8543255027354,26.7043952941895
13.6871055496897,48.8838768005371
14.5738380662977,23.2889003753662
15.518018416062,34.7569732666016
16.5233684130273,34.1810836791992
17.5938509926007,56.2055511474609
18.7336858328347,28.6747093200684
19.9473659877503,60.1575775146484
21.2396755982669,26.9679718017578
22.6157087505514,44.8659820556641
24.0808895561239,65.3822326660156
25.6409935328735,42.1855735778809
27.3021703712629,55.9437294006348
29.0709681754648,141.792358398437
30.9543592749837,62.5684394836426
32.9597677085088,54.3348541259766
35.095098488335,95.2948150634766
37.3687687607086,84.731315612793
39.7897409849257,52.2094421386719
42.3675582619719,54.7085609436035
45.1123819519615,88.8891677856445
48.0350317286597,159.463027954102
51.1470282289765,106.005027770996
54.4606384655492,93.8850631713867
57.9889241814237,91.8757095336914
61.7457933374413,69.1849060058594
65.7460549352859,68.1795120239258
70.0054773922961,117.502563476562
74.5408506981463,96.6402816772461
79.37005259841,92.9358825683594
84.5121190658887,79.2726516723633
89.9873193374956,74.6205673217773
95.8172358124772,132.679183959961
102.024849126919,120.752388000488
108.634628739886,111.495071411133
115.672629388276,189.252655029297
123.166593790594,152.753952026367
131.146062004488,121.022438049316
139.642487869131,216.324462890625
148.689362991418,166.510513305664
158.322348764748,98.9513702392578
168.579416940761,146.166442871094
179.500999308158,159.584625244141
191.130147068606,136.811874389648
203.512700537966,164.115478515625
216.697469841788,128.054779052734
230.736427317334,208.655944824219
245.684912380554,137.573944091797
261.601849665572,193.811508178711
278.549981296553,213.17919921875
296.596114207526,215.548461914062
315.811383485066,187.516525268555
336.271532771891,225.094787597656
358.057212836675,213.720550537109
381.254299487002,215.073486328125
405.954232078623,291.636779785156
432.254373955363,235.779937744141
460.258396240481,309.197204589844
490.076686492327,236.054397583008
521.82678383516,270.596374511719
555.633842280334,385.887420654297
591.63112406421,320.024505615234
629.960524947437,420.894683837891
670.773133546268,330.605224609375
714.229826900695,458.374237060547
760.501904627058,19.5339088439941
809.771764154841,19.8397789001465
862.233619709351,19.6403713226318
918.094267874387,19.5454216003418
977.573902752641,38.568546295166
1040.90698393706,9.5391149520874
1108.34316071457,9.53905010223389
1180.14825614529,9.53905296325684
1256.60531489618,9.53905200958252
1338.01571895975,9.53905296325684
1424.70037565557,9.53904151916504
1517.00098259771,9.5390453338623
1615.28137461428,19.4069862365723
1719.92895792851,1031.97546386719
1831.35623725461,9.5390510559082
1950.00244182803,39.1065864562988
2076.33525677978,9.5390510559082
2210.85266667936,19.5648651123047
2354.08491851354,9.5390510559082
2506.59661183864,176.189422607422
2668.9889243453,0
2841.90198160869,39.0861740112305
3026.01738036533,19.4396991729736
3222.06087526275,19.5435733795166
3430.805239673,0
3653.07331184669,19.5504322052002
3889.74123841505,19.5101928710938
4141.74192802558,291.169464111328
4410.06872872468,877.709716796875
4695.77934358328,78.2281799316406
5000.00000000001,497.284881591797

"Sweep - Function 2" 
"Vac vs Frequency"
"X (Hz)","Ch-1 (dBr)"
10,-5.23976824840091
10.6478597782335,-3.63535724205242
11.3376917856923,-3.84565673015551
